File Name,Audio Features,Dialogue_ID,Utterance_ID,Speaker,Emotion,Sentiment,Season,Episode,StartTime,EndTime,Processed_Utterance,Duration,Processed_Utterance_Str
dia0_utt8.mp4,"[-320.6042175292969, 146.81008911132812, -55.08740234375, 44.89529800415039, -21.41848373413086, 9.622334480285645, -11.727225303649902, 1.440107822418213, 4.705020904541016, -10.361597061157227, -3.01527738571167, -1.1709785461425781, -7.662358283996582]",0,8,Chandler,neutral,neutral,8,21,"00:16:59,477","00:17:00,478","['good', 'know']",1.0009999999999764,good know
dia0_utt9.mp4,"[-328.7858581542969, 160.7382049560547, -35.166072845458984, 31.415721893310547, -8.210543632507324, 14.974394798278809, -5.149837970733643, -4.112601280212402, -6.627439022064209, -8.011039733886719, -2.7354736328125, -1.6084991693496704, -3.758681297302246]",0,9,The Interviewer,neutral,neutral,8,21,"00:17:00,478","00:17:02,719","['go', 'detail']",2.241000000000099,go detail
dia1000_utt0.mp4,"[-319.5986022949219, 144.0666046142578, -53.51891326904297, 32.84300994873047, -24.593917846679688, 4.772254467010498, -16.718063354492188, 0.6470606923103333, -9.220611572265625, -16.33300018310547, 1.4291452169418335, -3.8200111389160156, -1.9025827646255493]",1000,0,Monica,disgust,negative,2,3,"00:06:45,780","00:06:49,783","['would', 'look', 'dump', 'hated', 'u', 'final', 'revenge']",4.003000000000043,would look dump hated u final revenge
dia1000_utt1.mp4,"[-346.0447998046875, 131.0415802001953, -57.9707145690918, 44.741878509521484, -30.60045051574707, 13.2446928024292, -10.250591278076172, 9.81431770324707, -5.549165725708008, -6.4550557136535645, 0.6550660133361816, 0.3177705407142639, 1.154007077217102]",1000,1,Rachel,disgust,negative,2,3,"00:06:50,034","00:06:52,285","['ever', 'seen', 'much', 'crap']",2.251000000000033,ever seen much crap
dia1000_utt2.mp4,"[-358.5779724121094, 148.0428009033203, -38.79454040527344, 43.193641662597656, -12.232244491577148, 13.2132568359375, -7.971694469451904, -4.183986663818359, -6.877686977386475, -14.84858226776123, -3.6141624450683594, -2.8488965034484863, -2.301079034805298]",1000,2,Chandler,anger,negative,2,3,"00:06:52,537","00:06:56,123","['actually', 'think', 'apartment', 'sully', 'good', 'name', 'crap']",3.5860000000000127,actually think apartment sully good name crap
dia1000_utt3.mp4,"[-315.7939147949219, 169.03213500976562, -59.321109771728516, 25.544879913330078, -17.643085479736328, 2.0135834217071533, -7.914474010467529, -6.469325542449951, -8.311923027038574, -14.263511657714844, 2.9918134212493896, -1.3246147632598877, -0.2553773522377014]",1000,3,Joey,neutral,neutral,2,3,"00:06:57,125","00:07:02,254",['check'],5.129000000000019,check
dia1001_utt0.mp4,"[-349.186279296875, 170.31312561035156, -55.4577751159668, 20.55118751525879, -6.733109951019287, 0.3815114498138428, -10.710537910461426, 1.1650495529174805, 2.8154404163360596, -2.535715103149414, 4.749838352203369, 3.34787654876709, 9.028986930847168]",1001,0,Rachel,neutral,neutral,2,5,"00:04:54,544","00:04:55,627",[],1.0830000000000268,
dia1001_utt1.mp4,"[-381.1880798339844, 154.2732696533203, -44.69344711303711, 33.02570724487305, -5.154929161071777, 6.369937419891357, -12.034533500671387, 3.320327043533325, -6.522594928741455, -2.6529171466827393, 4.440746784210205, -8.707338333129883, 4.0991291999816895]",1001,1,Monica,neutral,neutral,2,5,"00:04:55,837","00:05:01,008","['work', 'ordinary', 'day', 'know', 'chop', 'chop', 'chop', 'sauti', 'sauti', 'sauti']",5.170999999999992,work ordinary day know chop chop chop sauti sauti sauti
dia1001_utt10.mp4,"[-355.4100036621094, 165.47000122070312, -49.07672882080078, 23.82665252685547, -14.164291381835938, 2.428642988204956, -12.867681503295898, -5.175983905792236, -9.281787872314453, -9.84062671661377, 1.9550600051879883, -0.17299297451972961, 2.1760997772216797]",1001,10,Rachel,joy,positive,2,5,"00:05:30,371","00:05:31,872",['yeah'],1.5010000000000332,yeah
dia1001_utt11.mp4,"[-329.1009826660156, 160.1296844482422, -41.22090148925781, 29.984207153320312, -9.96259593963623, 3.6320295333862305, -10.785881042480469, -6.228459358215332, -7.3277907371521, -6.304540634155273, 0.3850915729999542, -7.503162860870361, -0.36673247814178467]",1001,11,Joey,neutral,neutral,2,5,"00:05:32,248","00:05:34,833","['much', 'think', 'get', 'kidney']",2.5850000000000364,much think get kidney
dia1001_utt2.mp4,"[-350.94757080078125, 154.46038818359375, -48.43136215209961, 33.34634017944336, -8.061675071716309, 2.667635440826416, -14.702117919921875, 3.733619213104248, -1.1564134359359741, -10.640260696411133, 2.0487256050109863, -3.626319646835327, -1.669393539428711]",1001,2,Monica,neutral,neutral,2,5,"00:05:01,884","00:05:04,970","['sudden', 'leon', 'manager', 'call', 'office']",3.0860000000000127,sudden leon manager call office
dia1001_utt3.mp4,"[-365.3648376464844, 140.76747131347656, -62.649986267089844, 16.780895233154297, -5.8914995193481445, -4.878437042236328, -20.281225204467773, -6.058004379272461, -5.3595147132873535, -7.606299877166748, 2.971945285797119, -3.600672483444214, -6.563601970672607]",1001,3,Monica,joy,positive,2,5,"00:05:05,221","00:05:08,181","['turn', 'fired', 'head', 'lunch', 'chef', 'guess', 'got', 'job']",2.9599999999999795,turn fired head lunch chef guess got job
dia1001_utt4.mp4,"[-331.6390686035156, 153.61666870117188, -50.162574768066406, 30.346912384033203, -22.017642974853516, 3.43632435798645, -21.44269371032715, -5.21296501159668, -0.8861501812934875, -15.809513092041016, -5.42935037612915, -0.7014232873916626, -1.0520217418670654]",1001,4,Joey,sadness,negative,2,5,"00:05:08,433","00:05:11,184","['horrible', 'story']",2.751000000000033,horrible story
dia1001_utt5.mp4,"[-352.9937744140625, 143.7908935546875, -52.774288177490234, 24.371614456176758, -14.735857963562012, -2.4419631958007812, -14.235066413879395, 0.8300666213035583, 4.840847492218018, -12.60672664642334, -2.558241367340088, -2.291998863220215, -2.254992723464966]",1001,5,Monica,joy,positive,2,5,"00:05:12,603","00:05:14,730",['fortunately'],2.127000000000009,fortunately
dia1001_utt6.mp4,"[-358.1546325683594, 140.52273559570312, -54.43346405029297, 16.006446838378906, -8.992391586303711, -3.5281898975372314, -17.274539947509766, -10.685949325561523, -0.26593220233917236, -1.5513118505477905, 2.170003652572632, -1.505258560180664, -0.5288943648338318]",1001,6,Monica,joy,positive,2,5,"00:05:14,897","00:05:17,735","['made', 'head', 'purchasing', 'thank', 'much']",2.8380000000000223,made head purchasing thank much
dia1001_utt7.mp4,"[-365.901123046875, 143.57542419433594, -56.08454895019531, 31.041889190673828, -4.9399309158325195, 1.662020206451416, -21.07849884033203, -6.331700325012207, -4.751859664916992, -7.287288188934326, 0.5679346323013306, -5.249574661254883, -3.499305009841919]",1001,7,Monica,joy,positive,2,5,"00:05:19,694","00:05:22,612","['anyway', 'ran', 'ross', 'chandler', 'downstairs', 'think', 'go', 'celebrate']",2.9180000000000064,anyway ran ross chandler downstairs think go celebrate
dia1001_utt8.mp4,"[-415.3130798339844, 134.3215789794922, -31.883724212646484, 28.434505462646484, -3.0707998275756836, 3.626178026199341, -17.05329704284668, 1.201599359512329, 2.994805335998535, -4.156344890594482, -0.6428321003913879, -0.795281171798706, 0.22866851091384888]",1001,8,Monica,neutral,neutral,2,5,"0:05:22,822","0:05:23,782","['someplace', 'nice']",0.9599999999999796,someplace nice
dia1001_utt9.mp4,"[-357.2112731933594, 134.8527374267578, -50.585453033447266, 37.90756607055664, -26.586219787597656, 18.17768669128418, -25.786014556884766, -1.7233766317367554, -3.0420684814453125, -0.7649500966072083, 5.858981609344482, -0.6956872344017029, -5.970430850982666]",1001,9,Joey,neutral,neutral,2,5,"0:05:23,782","0:05:23,919","['yeah', 'someplace', 'nice']",0.1370000000000004,yeah someplace nice
dia1002_utt0.mp4,"[-511.51947021484375, 122.38838958740234, -12.884841918945312, 44.36253356933594, 4.315507888793945, -2.3266797065734863, -2.42254900932312, -2.849787950515747, -2.823706865310669, -8.66460132598877, 1.6363190412521362, -6.8577728271484375, -5.775193691253662]",1002,0,Chandler,neutral,neutral,1,12,"00:14:14,465","00:14:16,354",['think'],1.88900000000001,think
dia1002_utt1.mp4,"[-439.8486633300781, 147.51596069335938, -40.55652618408203, 51.031490325927734, 2.0986595153808594, 8.229988098144531, 1.5982130765914917, -0.28667569160461426, -3.956493377685547, -6.026261806488037, 5.017302989959717, -15.719405174255371, -10.344917297363281]",1002,1,Ross,joy,positive,1,12,"00:14:16,522","00:14:18,773","['think', 'beautiful', 'table', 'ever', 'seen']",2.2509999999999764,think beautiful table ever seen
dia1002_utt2.mp4,"[-476.21563720703125, 147.01324462890625, -38.029319763183594, 52.39518737792969, -2.060971736907959, 9.419313430786133, -8.095582008361816, 1.495963215827942, -1.326082706451416, -8.713825225830078, 7.441164493560791, -4.970911979675293, -3.7737321853637695]",1002,2,Chandler,joy,positive,1,12,"00:14:18,941","00:14:20,400",['know'],1.4589999999999463,know
dia1002_utt3.mp4,"[-361.4022521972656, 159.2432861328125, -51.4320182800293, 38.0577278137207, -1.5633628368377686, 6.936809539794922, -10.578640937805176, -1.3306094408035278, -8.062004089355469, -8.819507598876953, 7.646549701690674, -4.740719318389893, -1.2609905004501343]",1002,3,Monica,neutral,neutral,1,12,"00:14:20,568","00:14:23,611","['work', 'going', 'balance', 'plate', 'little', 'guy', 'head']",3.0430000000000064,work going balance plate little guy head
dia1002_utt4.mp4,"[-317.2945556640625, 170.40480041503906, -67.32489776611328, 42.186161041259766, -11.202939987182617, -2.726576328277588, -11.589577674865723, -3.9413535594940186, -12.156932830810547, -13.660055160522461, 6.47941255569458, -10.029666900634766, -9.359477043151855]",1002,4,Joey,joy,positive,1,12,"00:14:23,779","00:14:26,197","['care', 'eat', 'sink', 'come', 'let', 'play']",2.4180000000000064,care eat sink come let play
dia1002_utt5.mp4,"[-337.80316162109375, 134.3538818359375, -54.540374755859375, 27.561559677124023, -15.432111740112305, 4.581919193267822, -5.989973068237305, 2.5406277179718018, -7.051372528076172, -7.163457870483398, 5.18768310546875, -5.5712995529174805, -2.278938055038452]",1002,5,Monica,joy,positive,1,12,"00:14:28,617","00:14:32,662","['head', 'ross', 'score', 'suck']",4.045000000000073,head ross score suck
dia1003_utt0.mp4,"[-418.0859680175781, 141.1689910888672, -59.407310485839844, 42.64896011352539, -8.715583801269531, 4.250192642211914, -0.15061846375465393, 0.7642079591751099, 3.0054192543029785, -2.2406527996063232, 2.1489644050598145, -4.064676761627197, 0.6195608973503113]",1003,0,Monica,neutral,neutral,3,6,"00:11:56,215","00:12:00,427","['thank', 'make', 'comfortable']",4.211999999999989,thank make comfortable
dia1003_utt1.mp4,"[-468.43853759765625, 163.0755157470703, -57.48768997192383, 33.21910858154297, -2.030272960662842, 16.678142547607422, -4.703827857971191, -5.2991838455200195, -4.969535827636719, -1.0835182666778564, 0.7214135527610779, -2.080782175064087, 4.80830717086792]",1003,1,Joey,neutral,neutral,3,6,"00:12:01,429","00:12:02,595",['gotcha'],1.1660000000000537,gotcha
dia1003_utt2.mp4,"[-327.4061279296875, 167.6709442138672, -67.06185150146484, 29.89630889892578, -14.143102645874023, -0.950005292892456, -5.767239093780518, -6.877867221832275, -2.3852248191833496, -8.419326782226562, 4.341989040374756, -2.01533842086792, -1.5657190084457397]",1003,2,Monica,neutral,neutral,3,6,"00:12:05,307","00:12:08,351","['place', 'really']",3.0439999999999827,place really
dia1003_utt3.mp4,"[-313.1882019042969, 177.0292205810547, -70.6093521118164, 25.120311737060547, -25.592103958129883, -0.4964599609375, -12.02137279510498, -8.431363105773926, -8.541842460632324, -13.634261131286621, 1.1526095867156982, -3.3543388843536377, -0.50286465883255]",1003,3,Monica,neutral,neutral,3,6,"00:12:11,564","00:12:16,484","['got', 'moved', 'florida', 'otherwise', 'could', 'never', 'afford', 'place', 'like']",4.920000000000073,got moved florida otherwise could never afford place like
dia1003_utt4.mp4,"[-328.1487121582031, 166.77159118652344, -76.31156921386719, 17.241920471191406, -18.57044792175293, -3.80141019821167, -11.849234580993652, -4.837489604949951, -5.49620246887207, -12.40015983581543, 2.776463747024536, -1.7104971408843994, -4.422605991363525]",1003,4,Monica,neutral,neutral,3,6,"00:12:20,740","00:12:26,494","['landlord', 'ever', 'asks', '87', 'year', 'old', 'woman', 'afraid', 'vcr']",5.754000000000019,landlord ever asks 87 year old woman afraid vcr
dia1003_utt5.mp4,"[-362.6429443359375, 158.34432983398438, -64.73338317871094, 21.2443904876709, -6.671772003173828, -4.278497695922852, -12.005456924438477, -7.644869327545166, -5.159526824951172, -11.813499450683594, 2.049415111541748, -2.384387731552124, -6.021775245666504]",1003,5,Monica,neutral,neutral,3,6,"00:12:22,742","00:12:26,494",['thirsty'],3.7520000000000655,thirsty
dia1003_utt6.mp4,"[-332.2223205566406, 183.54006958007812, -46.36867904663086, 9.41340160369873, -8.364510536193848, 11.221598625183105, -17.709592819213867, -3.1468095779418945, -4.113139629364014, -8.231654167175293, 0.572580873966217, -0.8878501057624817, 0.2681816518306732]",1003,6,Joey,joy,positive,3,6,"00:12:26,746","00:12:28,830","['oh', 'bet']",2.08400000000006,oh bet
dia1003_utt7.mp4,"[-290.14727783203125, 152.51144409179688, -68.96208190917969, 10.713339805603027, -19.194948196411133, -0.6706746220588684, -18.956281661987305, 1.6645183563232422, -3.1308348178863525, -7.564698219299316, 1.8601967096328735, -1.0524961948394775, 1.9124701023101807]",1003,7,Monica,surprise,negative,3,6,"00:12:30,166","00:12:32,959","['okay', 'penis']",2.7929999999998927,okay penis
dia1004_utt0.mp4,"[-533.8029174804688, 129.53713989257812, -9.626375198364258, 45.1825065612793, 13.101118087768555, 11.053923606872559, 16.52761459350586, 0.3876384496688843, 9.861520767211914, 1.4921836853027344, 3.750931739807129, 5.146352291107178, -8.103903770446777]",1004,0,Ross,neutral,neutral,6,22,"00:09:00,164","00:09:01,998","['ohh', 'okay']",1.83400000000006,ohh okay
dia1004_utt1.mp4,"[-364.04901123046875, 175.38748168945312, -53.761077880859375, 16.035261154174805, -30.87692642211914, -6.155787944793701, -4.784731388092041, -8.208045959472656, 5.405014991760254, -23.78588104248047, -0.5023421049118042, 5.8839945793151855, -7.243161201477051]",1004,1,Rachel,joy,positive,6,22,"00:09:15,846","00:09:19,724","['oh', 'god', 'great', 'surprise', 'beautiful', 'house']",3.8780000000000423,oh god great surprise beautiful house
dia1004_utt2.mp4,"[-247.36151123046875, 192.05735778808594, -65.4569320678711, 26.81430435180664, -24.962491989135742, 0.8678253293037415, -1.5908185243606567, -3.391335964202881, 4.077342987060547, -17.845855712890625, 4.952406883239746, 5.046255588531494, -3.0599048137664795]",1004,2,Paul,neutral,neutral,6,22,"00:09:19,892","00:09:23,812","['thank', 'kitchen']",3.919999999999959,thank kitchen
dia1005_utt0.mp4,"[-326.44073486328125, 171.5994415283203, -48.634727478027344, 41.20905685424805, 8.399735450744629, 24.325838088989258, -5.139327049255371, -2.5777323246002197, -0.4104376435279846, -6.177962303161621, 3.6924753189086914, 1.1448273658752441, 1.7192201614379883]",1005,0,Larry,neutral,neutral,5,7,"00:14:44,174","00:14:45,717","['hey', 'ready', 'dinner']",1.5430000000000064,hey ready dinner
dia1005_utt1.mp4,"[-372.5581970214844, 164.1461181640625, -40.32405090332031, 41.12457275390625, -11.639756202697754, 6.472731113433838, -0.6672450304031372, -10.299744606018066, 2.723059892654419, -11.517569541931152, -5.795439720153809, -5.563238620758057, -0.746603786945343]",1005,1,Phoebe,joy,positive,5,7,"00:14:45,926","00:14:47,927","['ooh', 'absolutely']",2.0009999999999764,ooh absolutely
dia1005_utt10.mp4,"[-326.0028991699219, 172.9931182861328, -71.99759674072266, 28.249910354614258, -18.88812255859375, -0.28721746802330017, -8.02528190612793, -3.042757511138916, -0.5406880378723145, -12.820462226867676, 4.049564361572266, 3.2831997871398926, 2.311497211456299]",1005,10,Phoebe,joy,positive,5,7,"00:15:16,373","00:15:18,499","['okay', 'let', 'go']",2.1259999999999764,okay let go
dia1005_utt11.mp4,"[-373.1173095703125, 160.63699340820312, -44.50629806518555, 35.37159729003906, -0.9228828549385071, -4.0283284187316895, -2.258101224899292, -17.86065673828125, 2.1398112773895264, -10.542243003845215, -6.978188514709473, 1.9150536060333252, -5.529775619506836]",1005,11,Larry,anger,negative,5,7,"00:15:21,045","00:15:27,675","['hey', 'buddy', 'familiar', 'section', 'health', 'code', 'requires', 'refuse', 'material']",6.629999999999996,hey buddy familiar section health code requires refuse material
dia1005_utt12.mp4,"[-349.4850769042969, 187.5982666015625, -48.61410140991211, 39.0012092590332, -9.979292869567871, -2.302647352218628, 3.325953483581543, -11.64903450012207, 4.331058502197266, -9.894806861877441, -4.483432769775391, -3.9838805198669434, -4.412874698638916]",1005,12,Gunther,neutral,neutral,5,7,"00:15:27,885","00:15:30,178","['go', 'way', 'around', 'dry', 'cleaner', 'place']",2.2930000000000064,go way around dry cleaner place
dia1005_utt13.mp4,"[-359.60400390625, 150.55545043945312, -59.47832489013672, 57.474266052246094, 6.3859968185424805, -4.1455979347229, -6.33576774597168, -18.247901916503906, 9.196653366088867, -10.515593528747559, -11.75820541381836, -0.24830718338489532, -12.9036865234375]",1005,13,Larry,disgust,negative,5,7,"00:15:30,387","00:15:33,097","['oh', 'saying', 'choose', 'convenience', 'health']",2.7100000000000364,oh saying choose convenience health
dia1005_utt14.mp4,"[-420.8082275390625, 137.22689819335938, -61.55990982055664, 37.99397277832031, -7.851438999176025, 2.4337642192840576, -2.1654062271118164, -13.685615539550781, 4.987641334533691, -6.896193981170654, 1.9959473609924316, -1.483564853668213, -2.293663263320923]",1005,14,Phoebe,anger,negative,5,7,"00:15:33,599","00:15:35,850","['okay', 'stop']",2.2509999999999764,okay stop
dia1005_utt15.mp4,"[-404.060302734375, 141.02236938476562, -53.88528060913086, 29.33098602294922, -3.6467909812927246, 0.6872677803039551, -7.57591438293457, -13.893808364868164, 5.898985862731934, -7.335960865020752, 2.385627508163452, -3.829195976257324, -8.721001625061035]",1005,15,Phoebe,neutral,neutral,5,7,"00:15:36,018","00:15:41,606","['larry', 'okay', 'ca', 'larry', 'larry', 'health', 'inspector', 'guy']",5.587999999999965,larry okay ca larry larry health inspector guy
dia1005_utt16.mp4,"[-387.2857971191406, 145.3899688720703, -62.11587142944336, 26.056129455566406, -16.233829498291016, 5.365816593170166, -10.62215805053711, -16.379579544067383, 4.816373348236084, -12.448987007141113, 2.982719898223877, -5.6048502922058105, -9.008898735046387]",1005,16,Phoebe,anger,negative,5,7,"00:15:41,815","00:15:48,404","['mean', 'really', 'exciting', 'first', 'like', 'okay', 'gon', 'na', 'eat', 'ever']",6.588999999999942,mean really exciting first like okay gon na eat ever
dia1005_utt17.mp4,"[-393.5272521972656, 155.15806579589844, -31.942115783691406, 23.288362503051758, 11.622081756591797, -2.0110867023468018, -2.524233818054199, -9.979772567749023, 3.4053428173065186, -8.774230003356934, -8.74137020111084, 0.33768853545188904, -7.319398403167725]",1005,17,Larry,neutral,neutral,5,7,"00:15:49,406","00:15:52,325","['well', 'suppose', 'could', 'give', 'warning']",2.9190000000000964,well suppose could give warning
dia1005_utt18.mp4,"[-512.1846923828125, 134.10975646972656, -37.172542572021484, 47.10837936401367, 3.328864097595215, 5.35169792175293, -0.9921653270721436, -4.939030647277832, 1.2666525840759277, -8.377609252929688, 1.360520839691162, -1.63759183883667, -2.8016915321350098]",1005,18,Phoebe,joy,positive,5,7,"00:15:52,493","00:15:54,160",['thank'],1.6669999999999163,thank
dia1005_utt19.mp4,"[-414.56829833984375, 131.9112091064453, -45.2653694152832, 34.404296875, -20.44937515258789, -1.820401668548584, -0.8738786578178406, -6.922784328460693, 4.35050630569458, -10.359272003173828, 1.9089692831039429, -5.033004283905029, -4.4810051918029785]",1005,19,Phoebe,neutral,neutral,5,7,"0:15:54,954","0:15:55,766",['go'],0.8120000000000118,go
dia1005_utt2.mp4,"[-367.9083557128906, 176.18968200683594, -37.55037307739258, 39.774898529052734, -1.2749000787734985, 4.5360798835754395, -3.624553680419922, -11.198905944824219, 4.723281383514404, -12.42605209350586, -9.385397911071777, -5.081666946411133, -4.845821380615234]",1005,2,Larry,joy,positive,5,7,"00:14:45,926","00:14:50,388","['great', 'wanted', 'go', 'italian', 'place', 'bleaker', 'street', 'right']",4.461999999999989,great wanted go italian place bleaker street right
dia1005_utt20.mp4,"[-261.63751220703125, 178.03302001953125, -77.6963119506836, 30.852083206176758, -34.369598388671875, -4.045219421386719, -6.117937088012695, -4.896021842956543, -1.3242876529693604, -13.194905281066895, -0.5555348992347717, -1.4061222076416016, -0.288492351770401]",1005,20,Phoebe,anger,negative,5,7,"0:15:55,766","0:15:57,472",['go'],1.7060000000000173,go
dia1005_utt21.mp4,"[-369.1590270996094, 168.28970336914062, -51.30514144897461, 29.431177139282227, -6.677952289581299, -0.08823312819004059, -3.069345712661743, -14.6063814163208, 5.850319862365723, -9.059783935546875, 1.416980266571045, -0.09899038821458817, -6.3687214851379395]",1005,21,Phoebe,disgust,negative,5,7,"00:15:59,917","00:16:05,713","['dinner', 'still', 'really', 'need', 'bust', 'someone', 'know', 'hot', 'dog', 'vendor', 'pick', 'nose']",5.795999999999935,dinner still really need bust someone know hot dog vendor pick nose
dia1005_utt3.mp4,"[-388.0505065917969, 161.49842834472656, -40.229454040527344, 33.3337516784668, -12.454230308532715, 6.484281063079834, -6.156481742858887, -11.562803268432617, 6.056735515594482, -12.04708194732666, 1.3844895362854004, -1.5950654745101929, -7.531467437744141]",1005,3,Phoebe,neutral,neutral,5,7,"00:14:50,556","00:14:52,265","['ooh', 'love', 'place']",1.7089999999999463,ooh love place
dia1005_utt4.mp4,"[-366.6728820800781, 191.88009643554688, -32.43533706665039, 29.103178024291992, -17.258686065673828, 1.1467233896255493, -4.753076076507568, -7.3575825691223145, 8.657814979553223, -9.962251663208008, -4.993523120880127, -1.4111127853393555, -0.4660315215587616]",1005,4,Larry,neutral,neutral,5,7,"00:14:55,477","00:14:56,519","['mama', 'lisettie']",1.04200000000003,mama lisettie
dia1005_utt5.mp4,"[-375.00048828125, 144.82618713378906, -48.931766510009766, 29.24493980407715, -6.672979831695557, 2.7259457111358643, -7.3435959815979, -5.7764892578125, -2.56362247467041, -10.08703327178955, -0.1904405653476715, -2.0564568042755127, -6.269215106964111]",1005,5,Phoebe,neutral,neutral,5,7,"00:14:58,063","00:14:59,856","['enh', 'sure']",1.7930000000000064,enh sure
dia1005_utt6.mp4,"[-406.847900390625, 158.14608764648438, -31.754697799682617, 44.143306732177734, -7.173244953155518, 9.081208229064941, 2.8589746952056885, -7.5129780769348145, 0.3654227554798126, -9.062665939331055, -0.05211920663714409, 0.45476627349853516, -1.2746464014053345]",1005,6,Larry,disgust,negative,5,7,"00:15:00,482","00:15:03,318","['wonder', 'long', 'milk', 'setting']",2.8360000000000127,wonder long milk setting
